Ranking,Pontos,Nome,Clube,Rating,Categoria
2,250,JONAS NOBRE,AF. FERNANDES/CRAJUBAR TM - CE,O,M
2,250,,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,O,M
2,250,,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,O,M
2,250,,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,O,M
2,250,,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,O,M
2,250,,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,O,M
2,250,,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,BRUNO BORETTI,EQUIPE MUNICIPAL TENIS DE MESA ITATINGA-SP,O,M
2,250,RENAN BANDEIRA,MANOEL RIBAS - PR,O,M
2,250,MARCELO BARBOSA,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,O,M
2,250,VICTOR SANTOS,AABB NATAL - RN,O,M
2,250,GUILHERME BUZATTO,AATMM - ASSOC. AMIGOS TENIS DE MESA DE MARAVILHA - SC,O,M
2,250,JOÃO PEDRO PUREZA,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,O,M
2,250,WILLIAM KABA,ATEMEL/ACEL LONDRINA - PR,O,M
2,250,WENDERSON COSTA,ASSOCIAÇÃO TITANS DE TÊNIS DE MESA,O,M
2,250,JONAS CRUZ,CABANA CLUBE-PA,O,M
2,250,SIDNEY SANTOS,APTM/G.T. PAIXÃO - PA,O,M
2,250,AREDINALDO SANTOS,CAMETÁ SPORT CLUB - PA,O,M
2,250,WALCI ROCHA,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,PEDRO LIMA,ACADEMIA SERGIPANA - SE,O,M
2,250,ANDRE LOPES,AABB SALVADOR - BA,O,M
2,250,DARIO SANTOS,SAMA ASSAÍ - PR,O,M
2,250,MICHEL ZAGO,PREFEITURA MUNICIPAL DE SANTA CRUZ DAS PALMEIRAS-SP,O,M
2,250,RONEY ZAGO,PREFEITURA MUNICIPAL DE SANTA CRUZ DAS PALMEIRAS-SP,O,M
2,250,DEIVIDSON FRANCISCO,PREFEITURA MUNICIPAL DE SANTA CRUZ DAS PALMEIRAS-SP,O,M
2,250,ALEXANDRE RIBEIRO,PREFEITURA MUNICIPAL DE SANTA CRUZ DAS PALMEIRAS-SP,O,M
2,250,LUIS PELOZO,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,ROGER OLIVEIRA,ASSOCIAÇÃO RIO DO SUL - SC,O,M
2,250,WILKER PADILHA,ASSOCIAÇÃO DESPORTIVA ITAPIRENSE DE TÊNIS DE MESA-SP,O,M
2,250,ROBERTO SILVA,JARAGUÁ TÊNIS CLUBE - AL,O,M
2,250,RENATO FILHO,ASSOCIAÇÃO ANAPOLINA DE TÊNIS DE MESA - GO,O,M
2,250,FABIO MARTINS,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,O,M
2,250,HIAGO CAPELOCI,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,ARIEL CAPELOCI,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,ÁQUILLA NARCISO,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,GUSTAVO RAYS,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,GUSTAVO RODRIGUES,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,FELIPE PORTO,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,MATHEUS DRIES DE SOUZA,AATMM - ASSOC. AMIGOS TENIS DE MESA DE MARAVILHA - SC,O,M
2,250,EDUARDO MARTINS,CLUBE DOS DIÁRIOS - CE,O,M
2,250,ALCEU SEBOLD,ASSOCIAÇÃO MESATENISTA DE ALFREDO WAGNER/AABB - SC,O,M
2,250,AYAN YOSHIDA,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,LUCAS FREGONESE,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,JOÃO MORI,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,VINÍCIUS VIANA,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,SAULO LIMA,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,LARA LIMA,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,TALES RODRIGUES,ASSOCIAÇÃO JAUENSE DE TÊNIS DE MESA - SP,O,M
2,250,THALYS BEZERRA,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,O,M
2,250,WILLIAN SOUSA,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,RENAN OLIVEIRA,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,O,M
2,250,VALDERY SILVA,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,SULIVAN LIMA,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,O,M
2,250,SULIVAN LIMA,ASSOCIAÇÃO CULTURAL DE ARUJÁ - SP,O,M
2,250,CARLOS DOS SANTOS,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,O,M
2,250,LUCAS PEREIRA,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,FERNANDO CAMPOS,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,DIEGO TSUKASE,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,VARNEY SILVA,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,GETULIO VICTOY,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,FELIPE CARVALHO,FLAMENGO RONDÔNIA - RO,O,M
2,250,FRANCO DE PAULO SORG,ASSOCIAÇÃO BENEFICIENTE FRUTIFICAI-SP,O,M
2,250,LEANDRO RODRIGUES AMARO,ASSOCIAÇÃO BENEFICIENTE FRUTIFICAI-SP,O,M
2,250,LUIZ SHIOMI,YARA TOLEDO - PR,O,M
2,250,JAQUISON ASSIS,CLUBE SARTRE COC DE TÊNIS DE MESA - BA,O,M
2,250,GABRIEL NEVES,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,DAVES ROLDAN,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,ELVIS MENDONÇA,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,DOUGLAS ROLDAN,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,JEFERSON DA SILVA,ASSOCIAÇÃO BENEFICIENTE FRUTIFICAI-SP,O,M
2,250,JEFERSON VINÍCIUS DA FONSECA FONSECA,ASSOCIAÇÃO BENEFICIENTE FRUTIFICAI-SP,O,M
2,250,JHONATHAS NETO,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,JOÃO LIMA,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,BRUNO DA SILVA,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,SANDRO HOLANDA,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,RAFAEL FERREIRA,ADESCC PARAÍBA - PB,O,M
2,250,LUCCA RODRIGUES,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,LUIZ SIQUEIRA,CLUBE DA MALHA DE SAO SEBASTIAO - SP,O,M
2,250,LUCAS BARBI,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,VICTOR JESUS,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,VINICIUS STOROLLI,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,RENAN BARBOSA,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,LEONARDO MARTINS,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,RAPAHEL ANDRADE,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,VINICIUS BRANDÃO,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,KRISTIAN FAGUNDES,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,MAICON BOOS,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,GABRIEL SANTANA,CLUBE SARTRE COC DE TÊNIS DE MESA - BA,O,M
2,250,ADEILSON JUNIOR,CLUBE SARTRE COC DE TÊNIS DE MESA - BA,O,M
2,250,FERNANDO TEODORO,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,MATHEUS BOLT,SOCIEDADE ESPORTIVA POMERANA - ES,O,M
2,250,THIAGO ZANOTTI,SOCIEDADE ESPORTIVA POMERANA - ES,O,M
2,250,ANÉSIO NUNES,SOCIEDADE ESPORTIVA POMERANA - ES,O,M
2,250,ALLAN MACIEL,CLUBE DA MALHA DE SAO SEBASTIAO - SP,O,M
2,250,CRISTIANO OLIVEIRA,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,FREDIE DIDIER,CLUBE SARTRE COC DE TÊNIS DE MESA - BA,O,M
2,250,FLAVIO SOUSA,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,O,M
2,250,CAIO GONÇALVES,ITAIM KEIKO / JJYAMADA - SP,O,M
2,250,CARLOS WILLIAM CARVALHO,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,VAGNER VOISKI,PRIMEIRA IGREJA BATISTA DE ATIBAIA,O,M
2,250,RENAN MARCELINO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,O,M
2,250,MANOEL FILHO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,O,M
2,250,JOÃO SANTIAGO,LIGA CRUZEIRENSE DE TÊNIS DE MESA - SP,O,M
2,250,MARCOS VIEIRA,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,RICHARCHES JESUS,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,RICHARD CARDOZO,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,RAFAEL GIMENEZ,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,JOSÉ BONI,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,FABRICIO MASSARANI,SOGIPA PORTO ALEGRE - RS,O,M
2,250,FÁBIO FERREIRA,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,ALONSO NEVES,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,O,M
2,250,GILAMAR ARAUJO,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,NATHANAEL SILVA,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,O,M
2,250,EURICO DE ALMEIDA,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,O,M
2,250,ALAN SILVA,ASSOC. ESPORTIVA E PARADESPORTIVA DE ITAPOÁ-SC,O,M
2,250,ROBSON SOUZA,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,FELIPE SANTOS,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,ROGERIO HATORE,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,VICTOR SOUZA,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,JESSE RODRIGUES,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,ITALO SOUSA,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,MAIK HETZER,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,FERNANDO MENDES,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,FERNANDO MENDES,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,JOAO PONTES,EQUIPE MUNICIPAL TENIS DE MESA ITATINGA-SP,O,M
2,250,LUCAS UCCELLA,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,WILLIAN CARDOSO,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,VINICIUS PAES,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,MATHEUS MORAES,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,MAYCON SILVA,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,GIOVANE SOUZA,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,JOSÉ GABRIEL KAFA,FEDERAÇÃO DE TÊNIS DE MESA DO ESTADO DO RIO DE JANEIRO - RJ,O,M
2,250,ANDRÉ BILK,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,JANUÁRIO HOSTIN,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,JANUÁRIO HOSTIN,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,FELIPE BONOMO,AABB BRASÍLIA/RIZZONE - DF,O,M
2,250,FILIPE FERNANDES,AABB BRASÍLIA/RIZZONE - DF,O,M
2,250,ZANE SOARES,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,GABRIEL ALMEIDA,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,MAYKON SOUZA,GUARAREMA CLUBE - ES,O,M
2,250,MAYKON SOUZA,GUARAREMA CLUBE - ES,O,M
2,250,VINICIOS SOARES,GUARAREMA CLUBE - ES,O,M
2,250,MARCEL CARDOSO,ITAIM KEIKO / JJYAMADA - SP,O,M
2,250,ANTONIO REIS,ACADEMIA PIAUIENSE - PI,O,M
2,250,JOÃO PEDRO LOPES,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,O,M
2,250,ADEMIR NABAZ,C.R.GRANGEIRO/SPINSPORTTM/ANDRO/CRAJUBAR-TM- CE,O,M
2,250,LUCAS BUENO,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,PEDRO BIANCHI,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,FRANCISCO RODRIGUES,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,FELIPE SILVA,SANTO ANDRÉ / ADSA - SP,O,M
2,250,FRANCISCO SANTOS,ACADEMIA CALANGOS/ANDRO/MONSTERGLUE/NRG/CRAJUBARTM-CE,O,M
2,250,ALISON COSTA,ITAIM KEIKO / JJYAMADA - SP,O,M
2,250,ALEXSANDRO BEZERRA,AF. FERNANDES/CRAJUBAR TM - CE,O,M
2,250,ALEXSANDRO BEZERRA,AF. FERNANDES/CRAJUBAR TM - CE,O,M
2,250,ANTONIO PORTO,AF. FERNANDES/CRAJUBAR TM - CE,O,M
2,250,LUCAS SOUSA,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,LUCAS SOUSA,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,JOEL FROTA,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,CARLOS COELHO,AABB IGUATU - CE,O,M
2,250,JOSÉ SILVA,C.R.GRANGEIRO/SPINSPORTTM/ANDRO/CRAJUBAR-TM- CE,O,M
2,250,CEZAR SCHUH,C.R.GRANGEIRO/SPINSPORTTM/ANDRO/CRAJUBAR-TM- CE,O,M
2,250,LEONARDO SANTANIELLI,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,ALESSANDRO SANTANIELLI,ASSOCIAÇÃO DESPORTIVA E CULTURAL BARBARENSE-SP,O,M
2,250,PEDRO CARDOSO,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,O,M
2,250,FRANCISCO MARINHO,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,GABRIEL OLIVEIRA,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,JOSE ROBERTO DE JESUS,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,BRENO RAFAEL,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,O,M
2,250,VICTOR ROPELATO,HERMANO KUBASKI,O,M
2,250,DANIEL CRUZ,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,FRANCISCO WEYNE,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,GUILHERME AMARAL,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,JOSÉ MIGUEL,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,JOSÉ MIGUEL,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,ROGER DECARLI,INSTITUTO VIVA VIDA - ES,O,M
2,250,LEONARDO NOVAES,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,O,M
2,250,ALEX SILVA,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,O,M
2,250,LUCAS ANSELMO,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,VITOR LUCAS,JARAGUÁ TÊNIS CLUBE - AL,O,M
2,250,FERNANDO MELLO,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,ABNER MALVEZZI,APCEF MANAUS - AM,O,M
2,250,GUSTAVO CAPEL,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,MAURO DIAS,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,O,M
2,250,NIELSON MENDES,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,O,M
2,250,EDUARDO YANAGA,ASSOCIAÇÃO MARINGAENSE DE TÊNIS DE MESA-AMTM - PR,O,M
2,250,MARCELO ANTONIO,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,O,M
2,250,GUILHERME DA SILVA,CLUBE DE CAMPO DE PIRACICABA-CCP-SP,O,M
2,250,MATUSALÉM CERQUEIRA,ASSOC.COM. SOC. ESPORTE CULTURA LAZER JD LIMOEIRO - ES,O,M
2,250,CLEMENTE DELGADO,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,O,M
2,250,MARCO POLIDORO,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,O,M
2,250,LAUDIMIR OLIVEIRA,FRANTT-TIBHAR/CAFÉ MORRO GRANDE/SELAM/PIRACICABA-SP,O,M
2,250,EDUARDO GIUSTI,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,JOSE MELAO,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,FABRICIO MARCHESE,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,MATHEUS ANTONIO,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,LAURI SILVA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,EMERSON KUBRUSLY,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,ARTHUR GLIZT,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,O,M
2,250,GUILHERME FERNANDES GUIMARÃES,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,O,M
2,250,LUAN CASTRO,PAYSANDU SPORT CLUB - PA,O,M
2,250,PAULO SALES,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,LEONARDO GOMES,CENTRO EDUCACIONAL ADALBERTO VALE-AM,O,M
2,250,JOAO OLIVEIRA,AKI - ASSOCIAÇÃO AMIGOS DO KART DE IRATI-PR,O,M
2,250,RENATO SANTOS,AKI - ASSOCIAÇÃO AMIGOS DO KART DE IRATI-PR,O,M
2,250,MALCON PEREIRA,ASSOC. DE TENIS DE MESA DO LITORAL - ATML-PR,O,M
2,250,THIAGO DELONG,AKI - ASSOCIAÇÃO AMIGOS DO KART DE IRATI-PR,O,M
2,250,BRUNO DEUNER,SOCIEDADE GINÁSTICA DE SÃO LEOPOLDO - RS,O,M
2,250,JOAO VITOR,ASSOCIAÇÃO BONGI DE TENIS DE MESA-PE,O,M
2,250,JOAO VITOR,ASSOCIAÇÃO BONGI DE TENIS DE MESA-PE,O,M
2,250,LUIZ ALVES DOS,CENTRO ESPANHÕL/GALINHO DE OURO/USIMINAS - SP,O,M
2,250,WILLIAM SILVA,ASSOCIAÇÃO VIDEIRENSE - SC,O,M
2,250,CRISLEY BORGA,ASSOCIAÇÃO VIDEIRENSE - SC,O,M
2,250,ADÃO NATALINO,CORPUS ACADEMIA-SP,O,M
2,250,CAIO YOKOYAMA,NIPPON TÊNIS DE MESA - SP,O,M
2,250,RAUL BERTOZZI,CLUBE MOGIANO-SP,O,M
2,250,CRISTIANO SOUZA,CAMAÇARIENSE TM - BA,O,M
2,250,FERNANDO NISHI,NIPO SOROCABA - SP,O,M
2,250,CARLOS SOUZA,CORPUS ACADEMIA-SP,O,M
2,250,JOÃO MENEZES,CORPUS ACADEMIA-SP,O,M
2,250,LEANDRO ARRUDA,CORPUS ACADEMIA-SP,O,M
2,250,LEANDRO ARRUDA,CORPUS ACADEMIA-SP,O,M
2,250,JOSUÉ LAGO,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,ILTON SILVA,CLUBE DUQUE DE CAXIAS - CURITIBA - PR,O,M
2,250,MATEUS ROCHA,CORPUS ACADEMIA-SP,O,M
2,250,BRUNO PEREIRA,CORPUS ACADEMIA-SP,O,M
2,250,GABRIEL OLIVEIRA,CLUBE MOGIANO-SP,O,M
2,250,LUIS COSTA,ACADEMIA SERGIPANA - SE,O,M
2,250,MARCIO MELINS,ACADEMIA SERGIPANA - SE,O,M
2,250,CARLOS VIANA,ASSOCIAÇÃO FEIRENSE - BA,O,M
2,250,GUILHERME RODRIGUES,CLUBE SARTRE COC DE TÊNIS DE MESA - BA,O,M
2,250,RAFAEL JESUS,ASSOCIAÇÃO FEIRENSE - BA,O,M
2,250,MÁVIO ROCHA,ASSOCIAÇÃO FEIRENSE - BA,O,M
2,250,DENISE MENEZES,BRANYL CAPIVARI - SP,O,M
2,250,MURILO MASSERANI,ITAIM KEIKO / JJYAMADA - SP,O,M
2,250,MATHEUS BERGAMASCHI,AATMM - ASSOC. AMIGOS TENIS DE MESA DE MARAVILHA - SC,O,M
2,250,ADILSON MOREIRA,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,JOSE VOREL,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,PAULO BOGGIO,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,ADEMIR LANZARINI,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,DOUGLAS JAKUBIN,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,MATEUS TIBES,ASSOC. DE TÊNIS DE MESA - GÊMEOS TT - SC,O,M
2,250,GUSTAVO ROTTA,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,JORGE TUDA,KOSMOS CLUBE - SP,O,M
2,250,JORGE TUDA,KOSMOS CLUBE - SP,O,M
2,250,FELIPE BRESSAN,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,ELOI COSCODAI,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CAÇADOR-SC,O,M
2,250,TIAGO KONRAD,SOCIEDADE GINÁSTICA DE SÃO LEOPOLDO - RS,O,M
2,250,ANDRÉ RIELLA,ATEMEL/ACEL LONDRINA - PR,O,M
2,250,LUIZ PINTO,CLUBE DE CAMPO DE PIRACICABA-CCP-SP,O,M
2,250,VINICIUS EGER,ASSOCIAÇÃO RIO DO SUL - SC,O,M
2,250,MARCEL OGASSAWARA,KOSMOS CLUBE - SP,O,M
2,250,SERGIO IKAI,KOSMOS CLUBE - SP,O,M
2,250,NICHOLAS IKAI,KOSMOS CLUBE - SP,O,M
2,250,HELIEL MARTINS,CLUBE DO CERRADO BOLA NA MESA,O,M
2,250,MARIO MARINHO,ACADEMIA SERGIPANA - SE,O,M
2,250,CESAI MARINHO,ACADEMIA SERGIPANA - SE,O,M
2,250,ALAN GONÇALVEZ,ASSOC. DE TENIS DE MESA DO LITORAL - ATML-PR,O,M
2,250,LUCAS LEAL,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,LUCAS CONTI,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,MARIO JUNIOR,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,O,M
2,250,CHRISTOPHER PISKE,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,GABRIEL DUWE,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,GUSTAVO DUWE,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,PEDRO CORRÊA,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,MATEUS WECKER,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,IGOR EISENHUT,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,LUCAS ZOBOLI,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,JUAN FAGGIONI,ASSOCIAÇÃO RIO DO SUL - SC,O,M
2,250,JUAN FAGGIONI,ASSOCIAÇÃO RIO DO SUL - SC,O,M
2,250,KLIVERT FARIAS,ASSOCIAÇÃO RIO DO SUL - SC,O,M
2,250,REINALDO ITTNER,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,IGOR PEREIRA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,O,M
2,250,LUCCA KOLENEZ,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,O,M
2,250,VITOR PEREIRA,ASSOC. DE AMADORES DO TM DE ARAQUARI-SC,O,M
2,250,GABRIEL CRUZ,ASSOC. DE AMADORES DO TM DE ARAQUARI-SC,O,M
2,250,GABRIEL SILVA,ASMUC - CARAGUATATUBA - SP,O,M
2,250,CARLOS KRUGER,ASSOC. DE AMADORES DO TM DE ARAQUARI-SC,O,M
2,250,MAYCON NOGUEIRA,ASSOC. DE AMADORES DO TM DE ARAQUARI-SC,O,M
2,250,JOAO SOUZA,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,O,M
2,250,JOAO SOUZA,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,O,M
2,250,RAFAEL GUEDES,EQUIPE DINAMICA-SC,O,M
2,250,JOAO PEREIRA,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,O,M
2,250,JOAO PEREIRA,FUNDAÇÃO NOSSA SENHORA DA PAZ - PI,O,M
2,250,ENOCK ANDRADE,FLUMINENSE FOOTBALL CLUB - RJ,O,M
2,250,THIAGO LEMOS,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,GABRIEL PESSOA,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,MARCOS LUCENA,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,ALAN MICHELOTTO,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
2,250,IDELFONSO LEMOS,ALIANÇA REVOLUCIONÁRIA JOVENS EM AÇÃO - SP,O,M
