Ranking,Pontos,Nome,Clube,Rating,Categoria
2,250,VICTOR SILVA,ASSOC.MESATENISTAS AGROPODAS-PE,O,M
2,250,RAFAEL JUNIOR,ASSOCIAÇÃO RIO DO SUL - SC,O,M
2,250,RAFAEL FRANCO,CLUBE DE TÊNIS DE MESA JACAREÍ - SP,O,M
2,250,MATHEUS LIMA,ASSOCIAÇÃO NIKKEY SÃO JOSÉ DOS CAMPOS - SP,O,M
2,250,NATANAEL PEREIRA,ASSOCIAÇÃO LAZER LIVRE-RO,O,M
2,250,LUCAS PRESTES,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,RAFAEL NUNES,ASSOC.MESATENISTAS AGROPODAS-PE,O,M
2,250,RUAN ASSUNÇÃO,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,CLAUDIO IURCK,SOCIEDADE THALIA CURITIBA - PR,O,M
2,250,FELIPE SANTOS,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,SAMUEL PROENÇA,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,LUCAS LEITE,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,GABRIEL ANDRADE,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,VINÍCIUS DIAS,AABB BRASÍLIA/RIZZONE - DF,O,M
2,250,GUILHERME ZAGO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,O,M
2,250,ALISSON PAGANELLI,ASSOCIAÇÃO RIO DO SUL - SC,O,M
2,250,GABRIEL LOPES,YPIRANGA ESPORTE CLUBE - RO,O,M
2,250,THALYS GOMES,C.R.GRANGEIRO/SPINSPORTTM/ANDRO/CRAJUBAR-TM- CE,O,M
2,250,GABRIEL DA SILVA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,ROGERIO LIMA,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,FELIPE SANTOS,CLUBE INCLUSIVO-SP,O,M
2,250,MICHEL WATANABE,ASSOCIAÇÃO LAZER LIVRE-RO,O,M
2,250,PAULO NETO,SOCIEDADE ESPORTIVA POMERANA - ES,O,M
2,250,HABRAAN CORREIA LICHTENHELD,SOCIEDADE ESPORTIVA POMERANA - ES,O,M
2,250,GUILHERME FRANDOLOSO,FUNDACAO MUNICIPAL DE ESPORTES E CULTURA DE PINHALZINHO - FMEC - SC,O,M
2,250,CARLOS SILVA,CMB BARCARENA CLUBE - PA,O,M
2,250,EIJI FURUMORI,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,O,M
2,250,MÁRCIO ISOBE,NIKKEI CURITIBA - PR,O,M
2,250,LUIS LISBOA,YPIRANGA ESPORTE CLUBE - RO,O,M
2,250,BRUNO HINKEL,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,JAMESON KAE GROCHOSKI DE ANDRADE,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,JEAN ABREU,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,JEAN SILVA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,ALESSANDRO RIBEIRO,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,JOELITON RIBEIRO,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,GABRIEL SILVA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,JEFERSON PONTES,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,DOUGLAS LOPATA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,RAFAEL SANTOS,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,LUCAS SILVA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,WASHINGTON SIMAS,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,WILLIAM BARBOSA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,WESLEY GONÇALVES,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,GABRIEL LIMA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,MATEUS GROCHOSKI,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,WILLIAM SOUZA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,ALEXANDER PIRES,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,PEDRO LERMEN,FUNDACAO MUNICIPAL DE ESPORTES E CULTURA DE PINHALZINHO - FMEC - SC,O,M
2,250,ADEMIR LOPES,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,ADSON BENTES,YPIRANGA ESPORTE CLUBE - RO,O,M
2,250,MAIQUE ROBERTO,ASSOCIAÇÃO LAZER LIVRE-RO,O,M
2,250,RONALDO DECHRISTA,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,MATHEUS NIEJELSKI,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,LUCAS COSTA,ASSOC. NOVA ERA DE T.M.-SP,O,M
2,250,LAURO ERNANI LEAO LEAO,SOCIEDADE THALIA CURITIBA - PR,O,M
2,250,DIEGO PEREIRA,NIKKEI CURITIBA - PR,O,M
2,250,RÔMULO GAMA,ASSOCIAÇÃO DE MESATENISTAS DE OURO PRETO DO OESTE-RO,O,M
2,250,SAMUEL SOARES,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,GABRIEL BRITO,ACEDEMIA OLIMPICA-SP,O,M
2,250,HELTON ALEXANDRE,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,JOÃO PEDRO DE OLIVEIRA,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,O,M
2,250,JOAO GALHARDI,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,DANIEL RIBEIRO,AABB BELÉM - PA,O,M
2,250,VINICIUS ZELENSKI,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,O,M
2,250,CARLOS RIBEIRO,ASSOC. DE TENIS DE MESA DO LITORAL - ATML-PR,O,M
2,250,JOSÉ GONÇALVES,ASSOCIAÇÃO DE ESPORTES DE RAQUETES DE PARANAVAI-PR,O,M
2,250,ELIAS HAJJAR,MANOEL RIBAS - PR,O,M
2,250,MARCELO LIMA,ASSOC. DE TENIS DE MESA DO LITORAL - ATML-PR,O,M
2,250,HENRIQUE DE FARIA,CENTRO DE TREINAMENTO GYNTT-GO,O,M
2,250,LUCAS PEREYRA,EQUIPE DINAMICA-SC,O,M
2,250,LUCAS PEREYRA,EQUIPE DINAMICA-SC,O,M
2,250,LUIZ AMARAL,NIPO CAMPO MOURÃO - PR,O,M
2,250,HEITOR NETO,PENDRAGON SÃO LUIS - MA,O,M
2,250,SANDRO DE MATTOS MATTOS,ASSOCIAÇÃO DE TRÊS BARRAS - SC,O,M
2,250,MARCELO COSTA,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,HENRIQUE FERNANDEZ,ADM - PETRÓPOLIS - RJ,O,M
2,250,JULIO DIAS,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,O,M
2,250,RAPHAEL LIMA,ACTM ITAIM KEIKO/MACAPÁ - AP,O,M
2,250,RAPHAEL LIMA,ACTM ITAIM KEIKO/MACAPÁ - AP,O,M
2,250,TIAGO MAIA,CLUBE DOS DIÁRIOS - CE,O,M
2,250,EMERSON EMERSON LIMA CARAMALAC,NIPO CAMPO GRANDE - MS,O,M
2,250,JÚLIO COSTA,ASSOC. CULT. E ESP. DOS MESATENISTAS DE VOTORANTIM-SP,O,M
2,250,JHONATAN JOB,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,O,M
2,250,JOSE HENRIQUE GUABIRABA,BOLA RÁPIDA - MS,O,M
2,250,BRUNO ITALO,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,O,M
2,250,JÚLIO DINIZ,APCEF MANAUS - AM,O,M
2,250,ARTHUR PARAGUASSU,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,CAIO BARBOSA,INSTITUTO DE CULTURA E CONHECIMENTO HUMANO-PI,O,M
2,250,JACKSON JOB SANTOS,BOLA RÁPIDA - MS,O,M
2,250,JACKSON JOB SANTOS,BOLA RÁPIDA - MS,O,M
2,250,MATHEUS GIMENEZ,NIPO CAMPO GRANDE - MS,O,M
2,250,GUILHERME BAIRROS,BOLA RÁPIDA - MS,O,M
2,250,MARCO AGUENA,NIPO CAMPO GRANDE - MS,O,M
2,250,PAULO AKIEDA,NIPO CAMPO GRANDE - MS,O,M
2,250,PAULO AKIEDA,NIPO CAMPO GRANDE - MS,O,M
2,250,ITALO CARVALHO,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,ANDRÉ COSTA,MARANHAO - JEJ,O,M
2,250,ANDRE BRANCO,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,PEDRO DAMASCENO,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,JARDIELSON DE,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,PAULO POLICARPO,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,DONG SON,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,JOSE ROCHA,ASSOCIAÇÃO DOS MESATENISTAS DO CEARÁ,O,M
2,250,THOMAS CORDEIRO,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,O,M
2,250,MATHEUS OLIVEIRA,CLUBE NIPO DE BRASÍLIA - DF,O,M
2,250,THÉO SOUSA,CLUBE DUQUE DE CAXIAS - CURITIBA - PR,O,M
2,250,PAULO REIS,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,O,M
2,250,ANTÔNIO FLAVIO,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,ARNALDO AMARAL,NIPO CAMPO MOURÃO - PR,O,M
2,250,TAIRTON MENDONÇA,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,GABRIEL BERTI,CLUBE DUQUE DE CAXIAS - CURITIBA - PR,O,M
2,250,JADSON PEIXOTO,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,MARCÍLIO SILVA,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,JOHN SABINO,CLUBE QUIXADAENSE DE TÊNIS DE MESA - CE,O,M
2,250,AUGUSTO JOSÉ,CLUBE CONCÓRDIA - SC,O,M
2,250,LUCAS ALENCAR,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,O,M
2,250,YAGO OLIVEIRA,CLUBE NIPO DE BRASÍLIA - DF,O,M
2,250,EDMARIO FERREIRA,ASSOC.MESATENISTAS AGROPODAS-PE,O,M
2,250,JOSE MELO,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,O,M
2,250,REGIS MELO,ASSOCIAÇÃO CARUARUENSE/IBRA/PMC- PE,O,M
2,250,NATANIEL NETO BARROS,DOJO NIC NETTO TENIS DE MESA-AM,O,M
2,250,PEDRO MOTA,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,MOACIR SILVA,ASSOÇIAÇÃO DE TÊNIS DE MESA JARAGUAENSE-SC,O,M
2,250,IDERJERFERSON DA SILVA,ASSOÇIAÇÃO DE TÊNIS DE MESA JARAGUAENSE-SC,O,M
2,250,PEDRO CHAAR,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,HARISON ALENCAR,ASSOÇIAÇÃO DE TÊNIS DE MESA JARAGUAENSE-SC,O,M
2,250,LUCAS SERUDO,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,RICARDO ERNESTO,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,VICTOR GABRIEL RIBEIRO,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,JEFERSON LUIS SANTOS ALMEIDA DE ALVARENGA ALVARENGA,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,O,M
2,250,WILLIAM BERNARDO MARQUES,EQUIPE DINAMICA-SC,O,M
2,250,WILLIAM BERNARDO MARQUES,EQUIPE DINAMICA-SC,O,M
2,250,CARLO YAMANISHI,SOCIEDADE THALIA CURITIBA - PR,O,M
2,250,GUILHERME MAXIMINO,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,VINICIUS SEVILLA,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,LUCAS LIMA,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,PABLO NASCIMENTO,ASSOCIAÇÃO ATLÉTICA ADALBERTO VALLE - AM,O,M
2,250,MAIKEL ANDO,NIPO CAMPO GRANDE - MS,O,M
2,250,JARDEL PASQUALI,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,ANDRE GASONI,CORPUS ACADEMIA-SP,O,M
2,250,ERICO REIS FARIAS,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,ROBERTO ROEDER,ROBERTO ROEDER,O,M
2,250,ROBERTO ROEDER,ROBERTO ROEDER,O,M
2,250,EDNEI SOUZA,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,CARLOS GERTSCH,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,REGINALDO ANDRADE,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,LUIZ BORGES,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,MARLON STOLF,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,HENRI SAKATA,ÁGUAS CLARAS TTPONG GOIOERÊ-PR,O,M
2,250,FABIO FURTADO,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,EVERTON DA SILVA GRACIANO GRACIANO,ASSOCIAÇÃO BENEFICIENTE FRUTIFICAI-SP,O,M
2,250,ROBINSON DIAS HERNANDES HERNANDES,ASSOCIAÇÃO BENEFICIENTE FRUTIFICAI-SP,O,M
2,250,LUCAS ANDRADE,AABB NATAL - RN,O,M
2,250,DILSON COSTA,JARAGUÁ TÊNIS CLUBE - AL,O,M
2,250,DAVI SCHERB,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,O,M
2,250,LUCAS SCHINAQUE,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,O,M
2,250,MATHEUS NASCIMENTO,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,O,M
2,250,DAVID DOS,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,JERONIMO ALVES,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,TIBÉRIO CÉSAR OLIVEIRA,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,MAURILIO OLIVEIRA,ASSOCIAÇÃO TERESINENSE DE TÊNIS DE MESA - PI,O,M
2,250,THIAGO NEVES,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,O,M
2,250,CICERO GUIMARÃES,AABB LIMOEIRO DO NORTE - CE,O,M
2,250,AMON SOUZA,CLUBE SARTRE COC DE TÊNIS DE MESA - BA,O,M
2,250,MAURÍCIO RIBAS,CLUBE DUQUE DE CAXIAS - CURITIBA - PR,O,M
2,250,ALEXANDRE ESCHER,ASSOÇIAÇÃO DE TÊNIS DE MESA JARAGUAENSE-SC,O,M
2,250,JOÃO VICENTE,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,O,M
2,250,LUAN PINHEIRO,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,O,M
2,250,LUCAS MORAES,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,O,M
2,250,VINICIUS TILMANN,ASSOCIAÇÃO DE TENIS DE MESA DE POUSO REDONDO-SC,O,M
2,250,DANIEL PENHA,MESATENISTAS DO CLUBE DAS ÁGUIAS - PE,O,M
2,250,IVAN ITO,ACENG GOIOERÊ - PR,O,M
2,250,PEDRO VASCONCELOS,NIPO CAMPO GRANDE - MS,O,M
2,250,JOHNY CHUN,CLUBE SARTRE COC DE TÊNIS DE MESA - BA,O,M
2,250,GUILHERME TELES,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,O,M
2,250,GUSTAVO JOHN,JUNDIAÍ CLUBE-SP,O,M
2,250,JOAO NOCE,JUNDIAÍ CLUBE-SP,O,M
2,250,RODRIGO SOBRINHO,MARCIO ARAGAO/ C.T.C.,O,M
2,250,JONAS SANTOS,FME - ARARAQUARA - SP,O,M
2,250,VINICIUS NARDI,JUNDIAÍ CLUBE-SP,O,M
2,250,VINICIUS NARDI,JUNDIAÍ CLUBE-SP,O,M
2,250,VICTOR HUGO TEIXEIRA,JUNDIAÍ CLUBE-SP,O,M
2,250,ALEX SOUZA,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,O,M
2,250,ARTHUR SOUZA,E.M. MONSENHOR JOÃO DE DEUS RODRIGUES-RJ,O,M
2,250,JUSCELINO COSTA,C.R.GRANGEIRO/SPINSPORTTM/ANDRO/CRAJUBAR-TM- CE,O,M
2,250,FRED OLIVEIRA,ASSOC. DE TM DE SÃO CAETANO DO SUL-SP,O,M
2,250,ARTUR SCHMITT,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,O,M
2,250,EVERTON GOUVEIA,ASSOCIAÇÃO FRANC. DE ENSINO SR. BOM JESUS-RJ,O,M
2,250,WESLEY MARTINS,ASSOCIAÇÃO DE TRÊS BARRAS - SC,O,M
2,250,LUCAS DOS SANTOS,ASSOCIAÇÃO DE TRÊS BARRAS - SC,O,M
2,250,LUCIANO DOS SANTOS,ASSOCIAÇÃO DE TRÊS BARRAS - SC,O,M
2,250,ADRIAN PAULUKI,ASSOCIAÇÃO DE TRÊS BARRAS - SC,O,M
2,250,GUN KIM,ITAIM KEIKO / JJYAMADA - SP,O,M
2,250,JOAO PEDRO OLIVEIRA,BALNEÁRIO RECREATIVO GUANDUENSE - ES,O,M
2,250,VALDIR ALMEIDA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,CLONI SOUZA,LIGA DE TÊNIS DE MESA DE PONTA GROSSA-PR,O,M
2,250,JONATHAN MONTEIRO,PAYSANDU SPORT CLUB - PA,O,M
2,250,RAFAEL FURTADO,AABB-AP,O,M
2,250,GILSON KLOTZ,ASSOCIAÇÃO TIMBOENSE - SC,O,M
2,250,GUSTAVO CARVALHO,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,VINICIUS AYRES,NIPO CUIABÁ - MT,O,M
2,250,KLEYTON SOUZA,ASSOC. DE AMADORES DO TM DE ARAQUARI-SC,O,M
2,250,GUSTAVO MENEGAZZO,ASSOC. DE AMADORES DO TM DE ARAQUARI-SC,O,M
2,250,JOÃO PIRES,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,O,M
2,250,GETÚLIO QUEIROZ,AABB CUIABÁ - MT,O,M
2,250,HENRIQUE CANELLA,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,O,M
2,250,JOÃO PIRES,ASSOC. SÃO BENTO DO SUL DE T.M.-SC,O,M
2,250,LUCKAS KAWAHARA,NIPO CUIABÁ - MT,O,M
2,250,WALTER CANELLA,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,O,M
2,250,MARCIO ICHIKAWA,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,O,M
2,250,CAIO VICTOR BARBOSA,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,O,M
2,250,JOSÉ MARQUES,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,O,M
2,250,ANDRÉ ALEXANDRE GONÇALVES,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,O,M
2,250,CARLOS WEISS,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,PEDRO MARTINS,ATEMEL/ACEL LONDRINA - PR,O,M
2,250,FABIO GODINHO DA COSTA,ASMETT BRASÍLIA - DF,O,M
2,250,DAVI ARAGÃO,ACEDEMIA OLIMPICA-SP,O,M
2,250,EDUARDO VALENÇA,AABB BRASÍLIA/RIZZONE - DF,O,M
2,250,GUILHERME REBELATO,SAYÃO FUTEBOL CLUBE - SP,O,M
2,250,PATRICK LEMES,CENTRO ESPORTIVO NOVA ESPERANÇA - MS,O,M
2,250,MAURICIO ALENCAR,ACTM ITAIM KEIKO/MACAPÁ - AP,O,M
2,250,MAYCON CARVALHO,VICTOR HUGO DOS SANTOS NERY,O,M
2,250,LUCAS SANTOS,ASMETT BRASÍLIA - DF,O,M
2,250,LUCAS SANTOS,ASMETT BRASÍLIA - DF,O,M
2,250,CARLOS AUGUSTO,CLUBE DE CAMPO DE PIRACICABA-CCP-SP,O,M
2,250,BRUNO NASCIMENTO,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,O,M
2,250,ANTONIO LEMOS,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,O,M
2,250,MATHEUS BRANDAO,ASSOCIAÇÃO ESPORTIVA LASSALISTA - AM,O,M
2,250,GABRIEL SILVA,CCBA GORILLA-ES,O,M
2,250,LEONARDO DE JESUS CANDIDO CANDIDO,ASSOCIAÇAO DOS MESATENISTAS DE TAUBATÉ - SP,O,M
2,250,FABIO CHAMMAS,AACD SÃO PAULO - SP,O,M
2,250,DIOGO OLIVEIRA,CLUBE DE TÊNIS DE MESA BLUMENAU - SC,O,M
2,250,GIOVANE ALMEIDA,BOLA RÁPIDA - MS,O,M
2,250,ALEXANDRE FERREIRA,ASSOCIAÇÃO RIOPRETENSE DE TENIS DE MESA - SP,O,M
2,250,PAULO ADATI,ATEMEL/ACEL LONDRINA - PR,O,M
2,250,GLAUBER FIGUEIREDO,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,O,M
2,250,GONÇALO FIGUEIREDO,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,O,M
2,250,ITIZO MAKIYAMA,JUNYOR TABLE TENNIS,O,M
2,250,RAFAEL DEJESUS,ASSOCIAÇÃO OKINAWA DE CAMPO GRANDE - MS,O,M
2,250,JOSÉ MACEDO,ASSOCIAÇÃO CHAPECOENSE - SC,O,M
2,250,ANTONIO LUSSARI,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,YURI DE CANDIO VAZ,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,YURI DE CANDIO VAZ,ASSOCIAÇÃO DESPORTIVA RIO CLARO - SP,O,M
2,250,AMIZAEL PEREIRA,YPIRANGA ESPORTE CLUBE - RO,O,M
2,250,GABRIEL MATTOS,ASSOCIAÇÃO SÃO JOSÉ DOS PINHAIS - PR,O,M
2,250,MAX MADEIRA,FEDERAÇÃO DE TÊNIS DE MESA DO ESTADO DO RIO DE JANEIRO - RJ,O,M
2,250,CARLOS SOUZA,ADM - PETRÓPOLIS - RJ,O,M
2,250,ALEXANDRE MENDES,ASSOCIAÇÃO FRANC. DE ENSINO SR. BOM JESUS-RJ,O,M
2,250,MICHEL ALVESS,ASSOCIAÇÃO FRANC. DE ENSINO SR. BOM JESUS-RJ,O,M
2,250,LEONARDO SILVA,ASSOCIAÇÃO JOINVILENSE DE TÊNIS DE MESA - SC,O,M
2,250,DAVID RODRIGO,AABB - PB,O,M
2,250,THIAGO DUTRA,AABB - PB,O,M
2,250,THIAGO DUTRA,AABB - PB,O,M
2,250,LUCAS BATISTA,AABB - PB,O,M
2,250,JONAS CERBINO,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,O,M
2,250,ALEXANDER OLIVEIRA,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,O,M
2,250,ALEXANDER SOUZA,CLUBE DE NATAÇÃO E REGATAS ALVARES CABRAL - ES,O,M
2,250,GUSTAVO CREPALDI,NIPO CAMPO MOURÃO - PR,O,M
2,250,AGUSTÍN DE IÑIGO,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,O,M
2,250,VINICIUS ROSA,SOGIPA PORTO ALEGRE - RS,O,M
2,250,GABRIEL SANTOS,ASSOC.DESP. MATOSTT DE TM/COL. DELTA/CLUBE COMERCIAL DE LORENA-SP,O,M
2,250,MAURO MELO,NIPO CAMPO GRANDE - MS,O,M
2,250,HEBER SILVA,MARACAJU CLUBE - MS,O,M
2,250,MATHEUS PARRA,ASSOCIAÇÃO DE TÊNIS DE MESA MS,O,M
2,250,FELIPE XAVIER,ASSOCIAÇÃO DE TÊNIS DE MESA MS,O,M
2,250,GUSTAVO KOHAGURA,ASSOCIAÇÃO DE TÊNIS DE MESA MS,O,M
2,250,RICARDO SAMPAIO,ASSOCIAÇÃO DE TÊNIS DE MESA MS,O,M
2,250,MARCELO LEMOS,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,O,M
2,250,ALDIMAR TORRES JUNIOR,DOJO NIC NETTO TENIS DE MESA-AM,O,M
2,250,ALMIR IWANOWSKI,ADFP/CLUBE DUQUE DE CAXIAS-CURITIBA-PR,O,M
2,250,DARLAN ANDRADE,ASSOC. DOS MESATENISTAS DE FLORIANOPOLIS-SC,O,M
2,250,FELIPE SANTOS,SANTA BÁRBARA D' OESTE-SP,O,M
2,250,SAMUEL TANIWAKI,ITAIM KEIKO / JJYAMADA - SP,O,M
2,250,JOAQUIM BATISTA,KOSMOS CLUBE - SP,O,M
2,250,JOAQUIM BATISTA,KOSMOS CLUBE - SP,O,M
2,250,ANDERSON FERREIRA,EDGRAF E PAPELARIA CENTRAL - ME,O,M
2,250,MATEUS PIRES,AABB BELÉM - PA,O,M
2,250,THOMAS OLIVEIRA,EDGRAF E PAPELARIA CENTRAL - ME,O,M
2,250,LUCIO RIBEIRO,CLUBE DOS COMERCIÁRIOS JUAZEIRO DO NORTE/SPINSPORTTM-CE,O,M
2,250,LUIS PARISOTTO,PRÓ TÊNIS DE MESA DE JOAÇABA - SC,O,M
2,250,CICERO PEREIRA,CLUBE DOS COMERCIÁRIOS JUAZEIRO DO NORTE/SPINSPORTTM-CE,O,M
2,250,CICERO PEREIRA,CLUBE DOS COMERCIÁRIOS JUAZEIRO DO NORTE/SPINSPORTTM-CE,O,M
2,250,LEONARDO BIONDO,FUNDAÇÃO MUNICIPAL DE ESPORTES DE CONCÓRDIA-SC,O,M
2,250,MARCELO ZAYAT,YPIRANGA ESPORTE CLUBE - RO,O,M
